tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2012-W-INT-CAN-01A-2012,Quebec City,Hard,32,I,20120910,4,201549,7,,Petra Martic,R,181,CRO,21.6,202468,,LL,Jessica Pegula,R,170,USA,18.5,6-4 7-5,3,R32,,7,7,57,29,25,16,,0,1,6,3,76,45,29,17,,8,11,76,878,165,370
2012-W-PM-USA-01A-2012,Indian Wells,Hard,96,PM,20120305,29,201517,,,Magdalena Rybarikova,R,180,SVK,23.4,202468,,Q,Jessica Pegula,R,170,USA,18.0,5-7 6-3 6-3,3,R128,,8,2,118,61,46,27,,11,13,1,3,110,64,36,27,,11,15,83,768,305,168
2013-W-INT-CHN-01A-2013,Shenzhen,Hard,32,I,20121231,12,201609,,LL,Yi Miao Zhou,R,,CHN,21.8,202468,,Q,Jessica Pegula,R,170,USA,18.8,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,177,364,150,456
2013-W-INT-GER-01A-2013,Nuremberg,Clay,32,I,20130610,3,201605,,,Mandy Minella,R,180,LUX,27.5,202468,,,Jessica Pegula,R,170,USA,19.2,7-5 4-6 6-3,3,R32,,7,3,118,79,50,18,,9,14,0,6,114,63,37,25,,12,18,77,838,123,544
2013-W-INT-USA-02A-2013,Washington,Hard,32,I,20130729,14,201492,,,Andrea Petkovic,R,180,GER,25.8,202468,,Q,Jessica Pegula,R,170,USA,19.4,6-2 7-5,3,R32,,4,3,58,41,29,9,,4,6,0,5,74,37,21,17,,7,12,64,958,143,470
2013-W-PR-USA-01A-2013,Charleston,Clay,56,P,20130401,13,202468,,Q,Jessica Pegula,R,170,USA,19.0,202469,,,Garbine Muguruza,R,182,ESP,19.4,6-7(2) 6-4 7-5,3,R64,,2,4,124,81,53,19,,10,14,4,6,108,67,43,19,,5,11,148,445,76,846
2013-W-PR-USA-01A-2013,Charleston,Clay,56,P,20130401,33,202468,,Q,Jessica Pegula,R,170,USA,19.0,201621,8,,Mona Barthel,R,185,GER,22.7,7-6(4) 6-1,3,R32,,1,0,81,53,27,18,,8,12,2,2,56,34,19,6,,2,8,148,445,29,1625
2013-W-PR-USA-01A-2013,Charleston,Clay,56,P,20130401,45,201347,9,,Jelena Jankovic,R,177,SRB,28.0,202468,,Q,Jessica Pegula,R,170,USA,19.0,6-0 6-4,3,R16,,1,1,49,32,24,7,,3,5,0,2,48,28,13,6,,5,11,18,2115,148,445
2014-W-INT-CAN-01A-2014,Quebec City,Hard,32,I,20140908,3,206252,,Q,Barbora Krejcikova,R,178,CZE,18.7,203500,,,Sachia Vickery,R,162,USA,19.3,6-2 6-4,3,R32,,1,3,83,59,39,7,,11,13,1,7,55,29,20,7,,3,8,214,246,178,311
2014-W-INT-CAN-01A-2014,Quebec City,Hard,32,I,20140908,18,201556,,,Lucie Hradecka,R,177,CZE,29.3,206252,,Q,Barbora Krejcikova,R,178,CZE,18.7,3-6 7-5 6-2,3,R16,,5,10,95,50,35,18,,3,8,4,3,82,55,34,13,,4,10,181,303,214,246
2014-W-PR-RUS-01A-2014,Moscow,Hard,28,P,20141013,2,201590,,,Alison Riske Amritraj,R,173,USA,24.2,214082,,WC,Daria Kasatkina,R,170,RUS,17.4,6-1 6-2,3,R32,,2,7,85,57,33,14,,8,10,1,3,45,24,9,8,,4,10,44,1156,381,90
2015-W-INT-AUT-01A-2015,Bad Gastein,Clay,32,I,20150720,3,214082,,Q,Daria Kasatkina,R,170,RUS,18.2,202434,,,Aleksandra Krunic,R,163,SRB,22.3,6-3 6-1,3,R32,,1,0,50,34,24,9,8,2,3,0,3,64,39,19,12,8,5,10,151,337,62,889
2015-W-INT-AUT-01A-2015,Bad Gastein,Clay,32,I,20150720,18,214082,,Q,Daria Kasatkina,R,170,RUS,18.2,201504,6,,Julia Goerges,R,180,GER,26.7,3-6 6-4 6-3,3,R16,,1,2,93,66,43,12,14,6,10,6,6,92,56,36,18,14,12,17,151,337,57,962
2015-W-INT-AUT-01A-2015,Bad Gastein,Clay,32,I,20150720,25,201506,1,,Sara Errani,R,164,ITA,28.2,214082,,Q,Daria Kasatkina,R,170,RUS,18.2,6-3 3-6 6-2,3,QF,,0,1,82,63,39,6,13,6,11,2,4,100,63,30,20,13,16,23,19,2270,151,337
2015-W-INT-CAN-01A-2015,Quebec City,Hard,32,I,20150914,6,202468,,Q,Jessica Pegula,R,170,USA,21.5,202484,,,Nicole Gibbs,R,168,USA,22.5,1-6 7-6(2) 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,177,282,128,447
2015-W-INT-CAN-01A-2015,Quebec City,Hard,32,I,20150914,7,201402,,,Sesil Karatantcheva,R,171,KAZ,26.0,206252,,,Barbora Krejcikova,R,178,CZE,19.7,6-3 7-5,3,R32,,,,,,,,,,,,,,,,,,,,110,538,162,316
2015-W-INT-CAN-01A-2015,Quebec City,Hard,32,I,20150914,19,211533,,,Jelena Ostapenko,R,177,LAT,18.2,202468,,Q,Jessica Pegula,R,170,USA,21.5,3-6 6-2 7-6(3),3,R16,,,,,,,,,,,,,,,,,,,,101,596,177,282
2015-W-INT-MAR-01A-2015,Marrakech,Clay,32,I,20150427,1,202469,1,WC,Garbine Muguruza,R,182,ESP,21.5,214082,,WC,Daria Kasatkina,R,170,RUS,17.9,6-4 6-1,3,R32,,1,2,49,23,17,19,8,3,3,0,1,50,33,20,8,9,3,7,20,2075,250,177
2015-W-INT-NED-01A-2015,'s Hertogenbosch,Grass,32,I,20150608,12,202505,4,,Belinda Bencic,R,175,SUI,18.2,202468,,Q,Jessica Pegula,R,170,USA,21.2,6-2 7-6(3),3,R32,,4,1,76,50,30,14,10,7,10,0,5,66,44,23,10,10,6,11,33,1380,321,117
2015-W-INT-ROU-01A-2015,Bucharest,Clay,32,I,20150713,12,201504,4,,Julia Goerges,R,180,GER,26.6,214082,,Q,Daria Kasatkina,R,170,RUS,18.1,7-6(4) 6-4,3,R32,,7,2,70,40,32,16,11,1,2,3,1,75,57,36,13,11,3,5,57,962,156,320
2015-W-P700-RUS-01A-2015,Moscow,Hard,28,P,20151019,8,214082,,Q,Daria Kasatkina,R,170,RUS,18.4,203518,,LL,Paula Kania,R,168,POL,22.9,7-5 2-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,104,610,142,392
2015-W-P700-RUS-01A-2015,Moscow,Hard,28,P,20151019,17,214082,,Q,Daria Kasatkina,R,170,RUS,18.4,201593,7,,Irina Camelia Begu,R,181,ROU,25.1,6-3 3-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,104,610,29,1630
2015-W-P700-RUS-01A-2015,Moscow,Hard,28,P,20151019,23,214082,,Q,Daria Kasatkina,R,170,RUS,18.4,201521,5,,Carla Suarez Navarro,R,162,ESP,27.1,6-1 6-2,3,QF,,,,,,,,,,,,,,,,,,,,104,610,14,3075
2015-W-P700-RUS-01A-2015,Moscow,Hard,28,P,20151019,26,201499,,,Anastasia Pavlyuchenkova,R,177,RUS,24.2,214082,,Q,Daria Kasatkina,R,170,RUS,18.4,2-6 6-2 6-4,3,SF,,,,,,,,,,,,,,,,,,,,31,1565,104,610
2015-W-P700-USA-01A-2015,Charleston,Clay,56,P,20150406,12,203500,,WC,Sachia Vickery,R,162,USA,19.9,202468,,Q,Jessica Pegula,R,170,USA,21.1,4-6 6-3 7-6(4),3,R64,,6,7,105,57,36,29,16,7,11,3,3,104,68,49,14,15,6,10,137,391,614,31
2015-W-SL-USA-01A-2015,US Open,Hard,128,G,20150831,17,214082,,LL,Daria Kasatkina,R,170,RUS,18.3,201611,,,Daria Saville,R,166,AUS,21.4,6-2 4-6 7-5,3,R128,,2,2,93,68,41,13,15,8,13,6,7,97,65,38,14,15,9,16,133,426,38,1371
2015-W-SL-USA-01A-2015,US Open,Hard,128,G,20150831,31,202468,,Q,Jessica Pegula,R,170,USA,21.5,202421,,,Alison Van Uytvanck,R,173,BEL,21.4,7-5 6-3,3,R128,,2,3,57,32,27,14,,0,0,5,3,71,30,24,19,,5,8,260,173,55,1022
2015-W-SL-USA-01A-2015,US Open,Hard,128,G,20150831,73,214082,,LL,Daria Kasatkina,R,170,RUS,18.3,211951,,,Ana Konjuh,R,174,CRO,17.6,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,133,426,79,763
2015-W-SL-USA-01A-2015,US Open,Hard,128,G,20150831,80,201495,,,Dominika Cibulkova,R,161,SVK,26.3,202468,,Q,Jessica Pegula,R,170,USA,21.5,5-7 7-5 6-3,3,R64,,,,,,,,,,,,,,,,,,,,50,1066,260,173
2015-W-SL-USA-01A-2015,US Open,Hard,128,G,20150831,101,201540,,,Kristina Mladenovic,R,184,FRA,22.2,214082,,LL,Daria Kasatkina,R,170,RUS,18.3,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,40,1335,133,426
2016-0528,Linz,Hard,32,I,20161010,277,202653,,,Denisa Allertova,R,180,CZE,23.5,214082,7,,Daria Kasatkina,R,170,RUS,19.4,6-2 6-3,3,R32,80,4,5,63,46,29,6,9,4,7,0,4,74,52,29,4,8,7,13,102,659,24,1740
2016-0602,New Haven,Hard,32,P,20160822,277,202494,10,,Elina Svitolina,R,174,UKR,21.9,214082,,,Daria Kasatkina,R,170,RUS,19.2,6-4 5-7 6-0,3,R32,122,2,3,89,45,31,20,14,3,7,1,5,90,53,31,13,14,3,10,23,1797,24,1773
2016-0656,Quebec City,Hard,32,I,20160912,279,202468,,,Jessica Pegula,R,170,USA,22.5,201486,,WC,Aleksandra Wozniak,R,175,CAN,29.0,6-3 3-6 6-2,3,R32,114,4,3,99,65,38,15,13,7,12,2,13,105,70,38,14,13,13,20,161,345,403,88
2016-0656,Quebec City,Hard,32,I,20160912,280,206124,,Q,Tereza Martincova,R,178,CZE,21.8,206252,,Q,Barbora Krejcikova,R,178,CZE,20.7,4-6 7-5 6-4,3,R32,141,3,2,97,63,42,19,16,6,10,2,2,113,78,48,18,16,5,10,233,216,265,174
2016-0656,Quebec City,Hard,32,I,20160912,290,202468,,,Jessica Pegula,R,170,USA,22.5,211796,,WC,Francoise Abanda,R,178,CAN,19.6,7-6(2) 7-5,3,R16,85,3,2,75,48,31,15,12,2,5,3,2,71,41,28,15,12,2,6,161,345,201,262
2016-0656,Quebec City,Hard,32,I,20160912,296,206124,,Q,Tereza Martincova,R,178,CZE,21.8,202468,,,Jessica Pegula,R,170,USA,22.5,6-3 7-6(7),3,QF,92,2,2,69,46,32,13,11,0,2,1,4,76,39,25,18,10,6,9,233,216,161,345
2016-0710,Eastbourne,Grass,64,P,20160620,264,211533,,,Jelena Ostapenko,R,177,LAT,19.0,214082,,,Daria Kasatkina,R,170,RUS,19.1,4-6 6-2 6-3,3,R64,118,4,7,94,62,41,9,13,8,13,1,5,84,47,25,15,14,1,9,36,1465,31,1586
2016-0804,Charleston,Clay,64,P,20160404,258,214082,14,,Daria Kasatkina,R,170,RUS,18.9,202453,,,Saisai Zheng,R,170,CHN,22.1,6-2 6-1,3,R64,67,1,3,42,26,18,10,7,5,6,0,1,47,28,9,8,8,4,10,35,1367,66,990
2016-0804,Charleston,Clay,64,P,20160404,280,214082,14,,Daria Kasatkina,R,170,RUS,18.9,211951,,,Ana Konjuh,R,174,CRO,18.2,6-1 6-1,3,R32,66,3,1,49,31,20,10,7,4,5,0,7,58,26,14,10,7,8,14,35,1367,79,811
2016-0804,Charleston,Clay,64,P,20160404,291,214082,14,,Daria Kasatkina,R,170,RUS,18.9,211635,,WC,Louisa Chirico,R,175,USA,19.8,6-0 6-4,3,R16,75,4,2,65,43,25,13,8,4,6,1,4,51,24,10,11,8,2,8,35,1367,126,468
2016-0804,Charleston,Clay,64,P,20160404,296,201585,7,,Sloane Stephens,R,170,USA,23.0,214082,14,,Daria Kasatkina,R,170,RUS,18.9,6-1 5-7 7-5,3,QF,144,3,2,102,74,48,17,16,6,9,0,3,106,67,37,21,15,9,14,25,1900,35,1367
2016-0806,Montreal,Hard,64,P,20160725,243,214082,,,Daria Kasatkina,R,170,RUS,19.2,201595,,,Misaki Doi,L,159,JPN,25.2,3-6 6-3 6-1,3,R64,116,3,2,74,50,37,13,12,3,5,4,5,107,55,37,20,13,14,19,33,1596,35,1530
2016-0806,Montreal,Hard,64,P,20160725,272,214082,,,Daria Kasatkina,R,170,RUS,19.2,201325,13,,Samantha Stosur,R,172,AUS,32.3,7-6(1) 6-3,3,R32,99,7,4,74,46,28,15,11,7,10,2,9,78,40,25,13,10,7,11,33,1596,18,2420
2016-0806,Montreal,Hard,64,P,20160725,287,214082,,,Daria Kasatkina,R,170,RUS,19.2,201311,7,,Roberta Vinci,R,163,ITA,33.4,7-5 6-3,3,R16,91,3,6,72,45,32,11,11,1,4,2,2,74,44,24,14,10,10,15,33,1596,8,3525
2016-0806,Montreal,Hard,64,P,20160725,294,201493,2,,Angelique Kerber,L,173,GER,28.5,214082,,,Daria Kasatkina,R,170,RUS,19.2,6-2 6-2,3,QF,60,1,3,48,26,19,8,8,2,5,1,5,47,23,8,7,8,6,13,2,6500,33,1596
2016-1003,Doha,Hard,64,P,20160222,251,214082,,,Daria Kasatkina,R,170,RUS,18.7,202492,,Q,Qiang Wang,R,172,CHN,24.1,6-1 2-6 6-3,3,R64,98,2,1,70,46,28,12,12,7,11,2,2,83,60,32,9,12,8,14,47,1082,101,646
2016-1003,Doha,Hard,64,P,20160222,276,201311,9,,Roberta Vinci,R,163,ITA,33.0,214082,,,Daria Kasatkina,R,170,RUS,18.7,2-6 6-4 7-6(3),3,R32,138,3,4,123,74,45,24,15,10,15,3,3,95,66,42,11,15,2,6,10,3325,47,1082
2016-1041,Kuala Lumpur,Hard,32,I,20160229,280,206252,,Q,Barbora Krejcikova,R,178,CZE,20.1,206374,,,Yafan Wang,R,170,CHN,21.8,6-4 1-6 6-2,3,R32,112,4,4,85,54,36,14,12,8,11,3,4,75,52,39,8,13,4,8,191,262,135,422
2016-1041,Kuala Lumpur,Hard,32,I,20160229,291,201513,3,,Sabine Lisicki,R,178,GER,26.4,206252,,Q,Barbora Krejcikova,R,178,CZE,20.1,7-5 6-3,3,R16,105,1,5,92,50,33,19,11,9,12,1,5,63,35,21,12,10,9,14,31,1623,191,262
2016-1049,Auckland,Hard,32,I,20160104,285,214082,,,Daria Kasatkina,R,170,RUS,18.6,200748,1,,Venus Williams,R,185,USA,35.5,6-7(4) 6-3 6-3,3,R32,135,1,5,109,68,45,20,15,5,8,6,2,97,60,39,16,15,5,11,75,812,7,3790
2016-1049,Auckland,Hard,32,I,20160104,293,211702,,,Nao Hibino,R,163,JPN,21.1,214082,,,Daria Kasatkina,R,170,RUS,18.6,7-5 2-6 7-5,3,R16,132,3,7,107,70,45,17,16,11,16,2,3,85,64,44,8,16,2,7,66,907,75,812
2016-1068,Nurnberg,Clay,32,I,20160516,285,201311,1,,Roberta Vinci,R,163,ITA,33.2,206252,,Q,Barbora Krejcikova,R,178,CZE,20.4,6-2 2-6 6-3,3,R32,124,1,0,105,60,35,23,13,8,13,2,4,86,58,32,12,12,7,13,7,3505,192,287
2016-1075,Wuhan,Hard,64,I,20160926,256,214082,,Q,Daria Kasatkina,R,170,RUS,19.3,201504,,Q,Julia Goerges,R,180,GER,27.8,6-0 6-4,3,R64,71,1,2,50,27,21,14,8,1,2,7,5,59,28,19,9,8,4,9,28,1563,66,967
2016-1075,Wuhan,Hard,64,I,20160926,279,214082,,Q,Daria Kasatkina,R,170,RUS,19.3,211635,,Q,Louisa Chirico,R,175,USA,20.3,6-1 6-1,3,R32,49,4,1,38,19,15,14,7,0,0,1,3,42,23,10,7,7,1,6,28,1563,74,892
2016-1075,Wuhan,Hard,64,I,20160926,290,201619,8,,Madison Keys,R,178,USA,21.6,214082,,Q,Daria Kasatkina,R,170,RUS,19.3,6-1 4-6 6-4,3,R16,111,6,2,78,45,32,19,14,1,5,0,2,90,58,34,14,13,8,14,9,3287,28,1563
2016-1079,Bucharest,Clay,32,I,20160711,285,201594,1,,Simona Halep,R,168,ROU,24.7,206252,,,Barbora Krejcikova,R,178,CZE,20.5,3-6 6-1 6-1,3,R32,102,3,3,64,38,27,14,11,4,7,1,8,85,43,28,11,12,4,11,5,4792,200,271
2016-1082,Prague,Clay,32,I,20160425,282,206252,,LL,Barbora Krejcikova,R,178,CZE,20.3,201495,7,,Dominika Cibulkova,R,161,SVK,26.9,6-2 6-2,3,R32,82,5,3,52,31,25,11,8,1,1,0,1,47,36,17,6,8,1,5,192,270,38,1301
2016-1082,Prague,Clay,32,I,20160425,292,201620,,,Monica Puig,R,170,PUR,22.5,206252,,LL,Barbora Krejcikova,R,178,CZE,20.3,6-4 6-4,3,R16,90,2,3,64,43,26,9,10,3,6,2,4,62,35,23,10,10,6,11,63,990,192,270
2016-1086,St. Petersburg,Hard,32,P,20160208,279,214082,,,Daria Kasatkina,R,170,RUS,18.7,201465,,,Kirsten Flipkens,R,165,BEL,30.0,6-4 5-7 6-4,3,R32,130,5,4,92,56,39,16,16,2,7,2,3,104,60,41,18,16,6,12,63,898,69,833
2016-1086,St. Petersburg,Hard,32,P,20160208,290,214082,,,Daria Kasatkina,R,170,RUS,18.7,201696,,LL,Laura Siegemund,R,168,GER,27.9,6-3 6-4,3,R16,83,1,2,69,45,31,9,10,6,9,1,4,48,36,17,6,9,4,9,63,898,87,754
2016-1086,St. Petersburg,Hard,32,P,20160208,296,214082,,,Daria Kasatkina,R,170,RUS,18.7,201495,,,Dominika Cibulkova,R,161,SVK,26.7,4-6 7-5 6-3,3,QF,155,3,3,103,60,37,22,15,3,8,2,5,108,71,43,11,16,6,13,63,898,66,881
2016-1086,St. Petersburg,Hard,32,P,20160208,299,202505,1,,Belinda Bencic,R,175,SUI,18.9,214082,,,Daria Kasatkina,R,170,RUS,18.7,6-4 6-3,3,SF,93,4,4,77,54,37,10,9,9,10,1,1,58,36,24,11,10,3,7,11,3260,63,898
2016-520,Roland Garros,Clay,128,G,20160523,119,214082,29,,Daria Kasatkina,R,170,RUS,19.0,204431,,,Anna Lena Friedsam,R,,GER,22.3,6-1 4-6 6-3,3,R128,112,2,4,77,43,27,19,13,3,7,6,1,91,51,29,17,13,7,14,32,1538,48,1160
2016-520,Roland Garros,Clay,128,G,20160523,173,214082,29,,Daria Kasatkina,R,170,RUS,19.0,200043,,,Virginie Razzano,R,173,FRA,33.0,3-6 6-1 6-3,3,R64,109,1,1,69,45,27,14,13,3,7,6,4,89,60,31,12,12,2,9,32,1538,184,297
2016-520,Roland Garros,Clay,128,G,20160523,200,202428,,,Kiki Bertens,R,182,NED,24.4,214082,29,,Daria Kasatkina,R,170,RUS,19.0,6-2 3-6 10-8,3,R32,167,4,4,129,80,51,18,18,8,14,1,4,109,77,45,13,17,4,12,58,1051,32,1538
2016-540,Wimbledon,Grass,128,G,20160627,151,214082,29,,Daria Kasatkina,R,170,RUS,19.1,202497,,,Victoria Duval,R,178,USA,20.5,6-0 7-5,3,R128,51,1,1,45,25,21,13,9,0,1,1,5,47,32,17,3,9,0,5,33,1549,572,42
2016-540,Wimbledon,Grass,128,G,20160627,189,214082,29,,Daria Kasatkina,R,170,RUS,19.1,202418,,,Lara Arruabarrena,R,166,ESP,24.2,7-6(9) 6-3,3,R64,82,6,4,74,48,34,12,11,3,6,3,3,68,41,25,12,10,3,7,33,1549,87,768
2016-540,Wimbledon,Grass,128,G,20160627,208,200748,8,,Venus Williams,R,185,USA,36.0,214082,29,,Daria Kasatkina,R,170,RUS,19.1,7-5 4-6 10-8,3,R32,161,3,8,123,80,53,20,20,2,8,4,5,120,76,48,20,20,7,14,8,3116,33,1549
2016-560,US Open,Hard,128,G,20160829,104,202492,,,Qiang Wang,R,172,CHN,24.6,214082,23,,Daria Kasatkina,R,170,RUS,19.3,6-4 2-6 6-2,3,R128,120,2,4,102,66,35,15,13,9,16,0,2,77,59,28,8,13,5,13,62,964,24,1773
2016-560,US Open,Hard,128,G,20160829,116,201474,4,,Agnieszka Radwanska,R,170,POL,27.4,202468,,,Jessica Pegula,R,170,USA,22.5,6-1 6-1,3,R128,55,1,1,39,23,17,13,7,1,1,1,1,48,29,16,5,7,4,9,4,5705,138,415
2016-580,Australian Open,Hard,128,G,20160118,103,214082,,,Daria Kasatkina,R,170,RUS,18.6,203533,27,,Anna Karolina Schmiedlova,R,176,SVK,21.3,6-3 6-3,3,R128,79,3,5,71,42,30,12,9,5,7,3,9,55,29,18,9,9,3,8,69,849,29,1875
2016-580,Australian Open,Hard,128,G,20160118,165,214082,,,Daria Kasatkina,R,170,RUS,18.6,211951,,,Ana Konjuh,R,174,CRO,18.0,6-4 6-3,3,R64,82,4,3,60,41,24,11,10,3,6,2,12,84,48,23,17,9,7,13,69,849,87,730
2016-580,Australian Open,Hard,128,G,20160118,196,200033,1,,Serena Williams,R,175,USA,34.3,214082,,,Daria Kasatkina,R,170,RUS,18.6,6-1 6-1,3,R32,44,6,0,30,24,23,5,7,0,0,0,5,43,24,11,5,7,4,9,1,9945,69,849
2016-M006,Indian Wells,Hard,128,P,20160307,188,214082,,,Daria Kasatkina,R,170,RUS,18.8,201290,,WC,Daniela Hantuchova,R,181,SVK,32.8,6-2 6-4,3,R128,74,2,2,57,37,26,13,9,1,2,2,3,55,36,21,8,9,2,6,48,1137,181,292
2016-M006,Indian Wells,Hard,128,P,20160307,245,214082,,,Daria Kasatkina,R,170,RUS,18.8,204431,,LL,Anna Lena Friedsam,R,,GER,22.0,7-5 6-3,3,R64,87,2,2,62,46,34,7,10,2,3,6,5,77,48,32,11,11,7,11,48,1137,61,1000
2016-M006,Indian Wells,Hard,128,P,20160307,273,214082,,,Daria Kasatkina,R,170,RUS,18.8,201620,,,Monica Puig,R,170,PUR,22.4,6-4 3-6 7-6(2),3,R32,162,3,8,111,64,37,25,15,6,11,5,1,117,64,40,27,16,9,14,48,1137,67,940
2016-M006,Indian Wells,Hard,128,P,20160307,287,214082,,,Daria Kasatkina,R,170,RUS,18.8,201490,12,,Timea Bacsinszky,R,170,SUI,26.7,6-4 6-2,3,R16,79,1,3,57,35,23,9,9,6,9,0,3,55,35,18,6,9,4,10,48,1137,21,2440
2016-M006,Indian Wells,Hard,128,P,20160307,294,201662,18,,Karolina Pliskova,R,184,CZE,23.9,214082,,,Daria Kasatkina,R,170,RUS,18.8,6-3 6-2,3,QF,63,9,2,46,26,24,12,9,0,0,4,1,60,36,22,10,8,8,11,19,2525,48,1137
2016-M007,Miami,Hard,128,P,20160321,207,214082,,,Daria Kasatkina,R,170,RUS,18.8,201435,,,Kateryna Bondarenko,R,175,UKR,29.6,6-2 1-6 6-2,3,R128,93,1,6,80,55,30,11,11,8,13,1,1,77,54,29,6,12,1,8,36,1342,59,1008
2016-M007,Miami,Hard,128,P,20160321,254,201594,5,,Simona Halep,R,168,ROU,24.4,214082,,,Daria Kasatkina,R,170,RUS,18.8,6-3 7-5,3,R64,84,1,1,56,39,25,9,10,1,4,0,3,74,53,22,11,11,4,10,5,3960,36,1342
2016-M009,Rome,Clay,64,P,20160509,258,214082,,,Daria Kasatkina,R,170,RUS,19.0,201662,16,,Karolina Pliskova,R,184,CZE,24.1,6-4 6-4,3,R64,85,3,2,62,32,20,20,10,3,5,10,2,70,38,25,13,10,2,6,33,1451,20,2420
2016-M009,Rome,Clay,64,P,20160509,280,214082,,,Daria Kasatkina,R,170,RUS,19.0,201531,,Q,Mariana Duque Marino,R,169,COL,26.7,6-2 6-2,3,R32,65,1,3,59,39,30,8,8,4,5,1,3,47,29,19,2,8,2,7,33,1451,109,619
2016-M009,Rome,Clay,64,P,20160509,291,201593,,,Irina Camelia Begu,R,181,ROU,25.7,214082,,,Daria Kasatkina,R,170,RUS,19.0,6-1 6-4,3,R16,85,0,2,61,40,23,11,9,7,10,1,5,56,37,17,5,8,4,10,35,1410,33,1451
2016-M014,Moscow,Hard,32,P,20161017,277,214082,8,,Daria Kasatkina,R,170,RUS,19.4,202505,,,Belinda Bencic,R,175,SUI,19.6,6-4 6-1,3,R32,61,4,1,46,29,21,11,9,0,1,1,5,50,28,19,5,8,4,8,24,1740,43,1239
2016-M014,Moscow,Hard,32,P,20161017,289,214082,8,,Daria Kasatkina,R,170,RUS,19.4,201505,,,Kate Makarova,L,178,RUS,28.3,6-4 6-1,3,R16,70,0,1,46,27,19,10,8,2,4,0,1,57,29,15,9,9,6,12,24,1740,35,1476
2016-M014,Moscow,Hard,32,P,20161017,295,201504,,,Julia Goerges,R,180,GER,27.9,214082,8,,Daria Kasatkina,R,170,RUS,19.4,7-5 6-1,3,QF,90,3,1,57,28,20,17,10,2,4,1,2,57,37,18,10,9,7,12,64,955,24,1740
2016-M015,Beijing,Hard,64,P,20161003,252,214082,,,Daria Kasatkina,R,170,RUS,19.4,211635,,Q,Louisa Chirico,R,175,USA,20.3,6-2 6-1,3,R64,58,2,0,40,19,13,15,7,0,1,2,2,48,30,12,6,8,3,9,24,1688,63,980
2016-M015,Beijing,Hard,64,P,20161003,277,201662,5,,Karolina Pliskova,R,184,CZE,24.5,214082,,,Daria Kasatkina,R,170,RUS,19.4,3-6 7-5 7-6(7),3,R32,147,12,6,117,63,46,22,17,7,13,2,0,101,65,34,26,16,1,6,6,4340,24,1688
2016-M021,Madrid,Clay,64,P,20160502,240,206255,,Q,Patricia Maria Tig,R,,ROU,21.7,214082,,,Daria Kasatkina,R,170,RUS,18.9,6-3 4-6 6-2,3,R64,134,2,4,98,71,40,15,14,10,15,1,4,73,44,26,11,13,3,10,134,438,32,1454
2016-M024,Cincinnati,Hard,64,P,20160815,244,201450,,LL,Tsvetana Pironkova,R,180,BUL,28.9,214082,,,Daria Kasatkina,R,170,RUS,19.2,6-1 6-1,3,R64,63,2,0,51,28,18,17,7,6,6,1,1,49,31,13,9,7,3,8,74,881,24,1773
2016-M035,Washington,Hard,64,I,20160718,283,202468,,WC,Jessica Pegula,R,170,USA,22.3,201486,,,Aleksandra Wozniak,R,175,CAN,28.8,6-2 6-2,3,R64,61,1,1,51,30,19,14,8,0,1,1,6,54,36,19,4,8,3,8,173,313,472,65
2016-M035,Washington,Hard,64,I,20160718,292,202468,,WC,Jessica Pegula,R,170,USA,22.3,201539,,,Christina Mchale,R,170,USA,24.1,7-5 6-2,3,R32,93,2,4,83,46,29,20,10,8,10,5,3,59,32,20,11,10,3,8,173,313,63,985
2016-M035,Washington,Hard,64,I,20160718,297,202468,,WC,Jessica Pegula,R,170,USA,22.3,201325,1,,Samantha Stosur,R,172,AUS,32.3,7-6(4) 6-3,3,QF,89,5,1,77,42,36,18,11,1,1,4,7,66,40,29,16,10,4,5,173,313,14,2640
2016-M035,Washington,Hard,64,I,20160718,299,201616,,,Lauren Davis,R,157,USA,22.7,202468,,WC,Jessica Pegula,R,170,USA,22.3,6-2 6-3,3,SF,83,0,4,60,36,21,13,8,3,5,0,2,67,35,21,11,9,7,13,122,479,173,313
2016-O16,Olympics,Hard,64,O,20160808,122,214082,,,Daria Kasatkina,R,170,RUS,19.2,202460,,,Ons Jabeur,R,167,TUN,21.9,3-6 7-6(4) 6-1 ,3,R64,123,2,2,103,69,49,12,14,10,13,6,6,100,58,34,21,14,3,8,27,1773,187,297
