ranking_date,rank,player,points,tours
20091228,909,202468,11,21
20100101,7,201458,4820,18
20100101,616,201619,39,18
20100101,909,202468,11,21
20100104,7,201458,4820,18
20100104,616,201619,39,18
20100104,909,202468,11,21
20100111,7,201458,4541,18
20100111,616,201619,39,18
20100111,912,202468,11,21
20100118,7,201458,4740,18
20100118,616,201619,39,18
20100118,914,202468,11,21
20100125,7,201458,4740,18
20100125,616,201619,39,18
20100125,914,202468,11,21
20100201,6,201458,4960,18
20100201,619,201619,39,18
20100201,918,202468,11,21
20100208,6,201458,4960,18
20100208,618,201619,39,18
20100208,918,202468,11,21
20100215,6,201458,4960,18
20100215,617,201619,39,18
20100215,913,202468,11,21
20100222,6,201458,5300,18
20100222,614,201619,39,18
20100222,911,202468,11,21
20100301,6,201458,5300,18
20100301,615,201619,39,18
20100301,915,202468,11,21
20100308,6,201458,5300,18
20100308,615,201619,39,18
20100308,916,202468,11,21
20100315,6,201458,5300,18
20100315,615,201619,39,18
20100315,916,202468,11,21
20100322,7,201458,4930,18
20100322,913,202468,11,21
20100329,7,201458,4930,18
20100329,913,202468,11,21
20100405,9,201458,4070,18
20100405,914,202468,11,21
20100412,9,201458,4080,18
20100419,9,201458,4080,18
20100426,9,201458,4080,18
20100503,10,201458,4080,18
20100510,11,201458,3800,18
20100517,11,201458,3665,18
20100517,1100,202494,3,20
20100524,11,201458,3665,18
20100524,1096,202494,3,20
20100531,11,201458,3665,18
20100531,1096,202494,3,20
20100607,15,201458,3170,18
20100607,625,202494,36,20
20100614,15,201458,3170,18
20100614,621,202494,36,20
20100621,11,201458,3430,18
20100621,627,202494,36,20
20100628,11,201458,3430,18
20100628,627,202494,36,20
20100705,18,201458,3090,18
20100705,619,202494,36,20
20100712,18,201458,3090,18
20100712,614,202494,36,20
20100719,18,201458,3090,18
20100719,613,202494,36,20
20100726,18,201458,3090,18
20100726,607,202494,36,20
20100726,684,201619,26,18
20100802,12,201458,3490,18
20100802,548,202494,50,20
20100802,653,201619,32,18
20100809,12,201458,3490,18
20100809,549,202494,50,20
20100809,659,201619,32,18
20100816,13,201458,3450,18
20100816,549,202494,50,20
20100816,657,201619,32,18
20100823,11,201458,3775,18
20100823,548,202494,50,20
20100823,656,201619,32,18
20100830,11,201458,3775,18
20100830,551,202494,50,20
20100830,655,201619,32,18
20100906,11,201458,3775,18
20100906,551,202494,50,20
20100906,655,201619,32,18
20100913,11,201458,3715,18
20100913,550,202494,50,20
20100913,631,201619,34,18
20100920,11,201458,3715,18
20100920,551,202494,50,20
20100920,635,201619,34,18
20100927,11,201458,3715,18
20100927,551,202494,50,20
20100927,641,201619,34,18
20100927,844,202468,14,21
20101004,10,201458,3910,18
20101004,553,202494,50,20
20101004,641,201619,34,18
20101004,860,202468,14,21
20101011,10,201458,3835,18
20101011,548,202494,50,20
20101011,604,201619,40,18
20101011,846,202468,15,21
20101018,10,201458,3835,18
20101018,548,202494,50,20
20101018,605,201619,40,18
20101018,846,202468,15,21
20101025,10,201458,3935,18
20101025,488,202494,63,20
20101025,599,201619,40,18
20101025,845,202468,15,21
20101101,10,201458,4235,18
20101101,487,202494,63,20
20101101,599,201619,40,18
20101101,848,202468,15,21
20101108,10,201458,4235,18
20101108,483,201619,66,18
20101108,498,202494,63,20
20101108,855,202468,15,21
20101115,10,201458,4235,18
20101115,487,201619,67,18
20101115,503,202494,63,20
20101115,858,202468,15,21
20101122,10,201458,4235,18
20101122,484,201619,67,18
20101122,499,202494,63,20
20101122,861,202468,15,21
20101129,10,201458,4235,18
20101129,482,201619,67,18
20101129,498,202494,63,20
20101129,861,202468,15,21
20101206,10,201458,4235,18
20101206,486,201619,67,18
20101206,501,202494,63,20
20101206,860,202468,15,21
20101213,10,201458,4235,18
20101213,485,201619,67,18
20101213,501,202494,63,20
20101213,862,202468,15,21
20101220,10,201458,4235,18
20101220,489,201619,67,18
20101220,504,202494,63,20
20101220,862,202468,15,21
20101227,10,201458,4235,18
20101227,486,201619,67,18
20101227,503,202494,63,20
20101227,861,202468,15,21
20110101,10,201458,4235,18
20110101,486,201619,67,18
20110101,503,202494,63,20
20110101,861,202468,15,21
20110103,10,201458,4235,18
20110103,487,201619,67,18
20110103,503,202494,63,20
20110103,872,202468,15,21
20110110,10,201458,4235,18
20110110,484,201619,67,18
20110110,504,202494,63,20
20110110,872,202468,15,21
20110117,9,201458,4155,18
20110117,485,201619,67,18
20110117,505,202494,63,20
20110117,874,202468,15,21
20110124,9,201458,4155,18
20110124,485,201619,67,18
20110124,505,202494,63,20
20110124,874,202468,15,21
20110131,9,201458,3935,18
20110131,484,201619,67,18
20110131,504,202494,63,20
20110131,565,202468,50,21
20110207,9,201458,3935,18
20110207,485,201619,67,18
20110207,505,202494,63,20
20110207,565,202468,50,21
20110214,9,201458,3935,18
20110214,486,201619,67,18
20110214,502,202494,64,20
20110214,561,202468,51,21
20110221,9,201458,3440,18
20110221,480,201619,68,18
20110221,497,202494,64,20
20110221,557,202468,51,21
20110228,9,201458,3440,18
20110228,479,201619,68,18
20110228,498,202494,64,20
20110228,557,202468,51,21
20110307,9,201458,3440,18
20110307,480,201619,68,18
20110307,499,202494,64,20
20110307,562,202468,51,21
20110314,9,201458,3440,18
20110314,480,201619,68,18
20110314,499,202494,64,20
20110314,562,202468,51,21
20110321,8,201458,3610,18
20110321,421,201619,88,18
20110321,499,202494,64,20
20110321,524,202468,60,21
20110328,8,201458,3610,18
20110328,421,201619,88,18
20110328,499,202494,64,20
20110328,524,202468,60,21
20110404,6,201458,4470,18
20110404,410,201619,93,18
20110404,502,202494,64,20
20110404,528,202468,60,21
20110411,5,201458,4630,18
20110411,409,201619,93,18
20110411,504,202494,64,20
20110411,517,202468,61,21
20110418,5,201458,4630,18
20110418,409,201619,93,18
20110418,502,202494,64,20
20110418,518,202468,61,21
20110425,5,201458,4630,18
20110425,413,201619,93,18
20110425,484,202468,71,21
20110425,503,202494,64,20
20110502,5,201458,4630,18
20110502,411,201619,93,18
20110502,459,202494,79,20
20110502,485,202468,72,21
20110502,988,202499,10,14
20110509,4,201458,5205,18
20110509,409,202468,96,21
20110509,415,201619,93,18
20110509,466,202494,79,20
20110509,989,202499,10,14
20110516,4,201458,5425,18
20110516,394,202494,102,20
20110516,395,202468,102,21
20110516,414,201619,93,18
20110516,991,202499,10,14
20110523,4,201458,5425,18
20110523,392,202494,103,20
20110523,397,202468,102,21
20110523,416,201619,93,18
20110523,835,202499,18,14
20110530,4,201458,5425,18
20110530,392,202494,103,20
20110530,397,202468,102,21
20110530,416,201619,93,18
20110530,835,202499,18,14
20110606,5,201458,5920,18
20110606,355,202468,120,21
20110606,415,201619,93,18
20110606,492,202494,71,20
20110606,843,202499,18,14
20110613,5,201458,5920,18
20110613,364,202468,120,21
20110613,419,202494,95,20
20110613,425,201619,93,18
20110613,843,202499,18,14
20110620,5,201458,5725,18
20110620,362,202468,120,21
20110620,410,202494,95,20
20110620,417,201619,93,18
20110620,843,202499,18,14
20110627,5,201458,5725,18
20110627,362,202468,120,21
20110627,410,202494,95,20
20110627,417,201619,93,18
20110627,843,202499,18,14
20110704,4,201458,6465,18
20110704,335,202468,138,21
20110704,394,202494,104,20
20110704,459,201619,81,18
20110704,864,202499,18,14
20110711,4,201458,6465,18
20110711,339,202468,137,21
20110711,401,202494,104,20
20110711,458,201619,81,18
20110711,872,202499,18,14
20110718,4,201458,6465,18
20110718,341,202468,137,21
20110718,403,202494,104,20
20110718,460,201619,81,18
20110718,873,202499,18,14
20110725,4,201458,6465,18
20110725,350,202468,137,21
20110725,403,202494,104,20
20110725,456,201619,85,18
20110725,874,202499,18,14
20110801,4,201458,6115,18
20110801,348,202468,138,21
20110801,439,202494,90,20
20110801,468,201619,79,18
20110801,865,202499,18,14
20110808,4,201458,6115,18
20110808,339,202468,146,21
20110808,432,202494,91,20
20110808,460,201619,79,18
20110808,705,202499,30,14
20110815,4,201458,6390,18
20110815,337,202468,146,21
20110815,428,202494,91,20
20110815,459,201619,79,18
20110815,705,202499,30,14
20110822,5,201458,5995,18
20110822,334,202468,146,21
20110822,426,202494,91,20
20110822,456,201619,79,18
20110822,706,202499,30,14
20110822,943,206242,13,5
20110829,5,201458,5995,18
20110829,334,202468,146,21
20110829,357,202494,127,20
20110829,455,201619,79,18
20110829,653,202499,38,14
20110829,948,206242,13,5
20110905,5,201458,5995,18
20110905,334,202468,146,21
20110905,357,202494,127,20
20110905,455,201619,79,18
20110905,653,202499,38,14
20110905,948,206242,13,5
20110912,3,201458,6055,18
20110912,289,202468,186,21
20110912,296,201619,177,18
20110912,355,202494,127,20
20110912,656,202499,38,14
20110912,951,206242,13,5
20110912,1006,206252,11,7
20110919,3,201458,6055,18
20110919,292,202468,186,21
20110919,300,201619,177,18
20110919,358,202494,127,20
20110919,654,202499,38,14
20110919,957,206242,13,5
20110919,1012,206252,11,7
20110926,3,201458,6055,18
20110926,300,201619,177,18
20110926,306,202468,173,21
20110926,353,202494,127,20
20110926,658,202499,37,14
20110926,954,206242,13,5
20110926,1009,206252,11,7
20111003,4,201458,6055,18
20111003,298,201619,177,18
20111003,304,202468,173,21
20111003,326,202494,145,20
20111003,651,202499,37,14
20111003,949,206242,13,5
20111003,1004,206252,11,7
20111010,3,201458,6190,18
20111010,300,202468,172,21
20111010,301,201619,171,18
20111010,324,202494,145,20
20111010,643,202499,37,14
20111010,948,206242,13,5
20111010,994,206252,11,7
20111017,3,201458,6190,18
20111017,298,201619,172,18
20111017,300,202468,172,21
20111017,325,202494,145,20
20111017,640,202499,37,14
20111017,852,203389,18,
20111017,945,206242,13,5
20111017,995,206252,11,7
20111024,4,201458,5750,18
20111024,297,201619,172,18
20111024,299,202468,172,21
20111024,341,202494,131,20
20111024,638,202499,37,14
20111024,849,203389,18,
20111024,942,206242,13,5
20111024,993,206252,11,7
20111031,3,201458,6520,18
20111031,288,202468,182,21
20111031,291,202494,181,20
20111031,293,201619,180,18
20111031,493,202499,71,14
20111031,611,203389,42,
20111031,944,206242,13,5
20111031,981,206252,12,7
20111107,3,201458,6520,18
20111107,269,202494,205,20
20111107,288,202468,183,21
20111107,315,201619,156,18
20111107,392,202499,105,14
20111107,608,203389,42,
20111107,746,206242,25,5
20111107,895,206252,16,7
20111114,3,201458,6520,18
20111114,271,201619,205,18
20111114,272,202494,205,20
20111114,290,202468,183,21
20111114,392,202499,105,14
20111114,611,203389,42,
20111114,734,206242,26,5
20111114,889,206252,16,7
20111121,3,201458,6520,18
20111121,271,201619,205,18
20111121,272,202494,205,20
20111121,290,202468,183,21
20111121,392,202499,105,14
20111121,609,203389,42,
20111121,683,206242,32,5
20111121,889,206252,16,7
20111128,3,201458,6520,18
20111128,252,202494,221,20
20111128,270,201619,205,18
20111128,288,202468,183,21
20111128,391,202499,105,14
20111128,613,203389,42,
20111128,684,206242,32,5
20111128,871,206252,17,7
20111205,3,201458,6520,18
20111205,253,202494,221,20
20111205,270,201619,205,18
20111205,289,202468,183,21
20111205,394,202499,105,14
20111205,614,203389,42,
20111205,686,206242,32,5
20111205,873,206252,17,7
20111212,3,201458,6520,18
20111212,252,202494,221,20
20111212,271,201619,205,18
20111212,289,202468,183,21
20111212,393,202499,105,14
20111212,613,203389,42,
20111212,683,206242,32,5
20111212,873,206252,17,7
20111219,3,201458,6520,18
20111219,252,202494,221,20
20111219,272,201619,205,18
20111219,291,202468,183,21
20111219,394,202499,105,14
20111219,614,203389,42,
20111219,683,206242,32,5
20111219,868,206252,17,7
20111226,3,201458,6520,18
20111226,232,202494,252,20
20111226,273,201619,205,18
20111226,291,202468,183,21
20111226,395,202499,105,14
20111226,614,203389,42,
20111226,685,206242,32,5
20111226,868,206252,17,7
20120101,3,201458,6520,18
20120101,232,202494,252,20
20120101,273,201619,205,18
20120101,291,202468,183,21
20120101,395,202499,105,14
20120101,614,203389,42,
20120101,685,206242,32,5
20120101,868,206252,17,7
20120102,3,201458,6520,18
20120102,202,202494,301,20
20120102,273,201619,205,18
20120102,291,202468,183,21
20120102,398,202499,105,14
20120102,616,203389,42,
20120102,686,206242,32,5
20120102,872,206252,17,7
20120109,3,201458,6520,18
20120109,203,202494,301,20
20120109,271,201619,205,18
20120109,291,202468,183,21
20120109,396,202499,105,14
20120109,614,203389,42,
20120109,686,206242,32,5
20120109,872,206252,17,7
20120116,3,201458,6865,18
20120116,204,202494,301,20
20120116,272,201619,205,18
20120116,290,202468,183,21
20120116,395,202499,105,14
20120116,613,203389,42,
20120116,686,206242,32,5
20120116,871,206252,17,7
20120123,3,201458,6865,18
20120123,204,202494,301,20
20120123,272,201619,205,18
20120123,290,202468,183,21
20120123,395,202499,105,14
20120123,613,203389,42,
20120123,686,206242,32,5
20120123,871,206252,17,7
20120130,1,201458,8585,18
20120130,205,202494,301,20
20120130,260,201619,210,18
20120130,313,202468,163,21
20120130,395,202499,105,14
20120130,568,203389,51,
20120130,683,206242,32,5
20120130,868,206252,17,7
20120206,1,201458,8585,18
20120206,205,202494,301,20
20120206,260,201619,210,18
20120206,312,202468,163,21
20120206,395,202499,105,14
20120206,568,203389,51,
20120206,684,206242,32,5
20120206,864,206252,17,7
20120213,1,201458,8585,18
20120213,205,202494,301,20
20120213,254,201619,217,18
20120213,310,202468,168,21
20120213,391,202499,105,14
20120213,565,203389,51,
20120213,682,206242,32,5
20120213,863,206252,17,7
20120220,1,201458,9260,18
20120220,203,202494,301,20
20120220,256,201619,216,18
20120220,308,202468,168,21
20120220,390,202499,105,14
20120220,566,203389,51,
20120220,673,206242,33,5
20120220,863,206252,17,7
20120227,1,201458,8980,18
20120227,201,202494,301,20
20120227,254,201619,217,18
20120227,308,202468,168,21
20120227,389,202499,105,14
20120227,569,203389,51,
20120227,677,206242,33,5
20120227,812,206252,21,7
20120305,1,201458,8980,18
20120305,200,202494,301,20
20120305,255,201619,217,18
20120305,305,202468,168,21
20120305,392,202499,106,14
20120305,574,203389,51,
20120305,678,206242,33,5
20120305,814,206252,21,7
20120312,1,201458,8980,18
20120312,200,202494,301,20
20120312,255,201619,217,18
20120312,305,202468,168,21
20120312,392,202499,106,14
20120312,574,203389,51,
20120312,678,206242,33,5
20120312,814,206252,21,7
20120319,1,201458,9730,18
20120319,201,202494,301,20
20120319,275,201619,198,18
20120319,283,202468,189,21
20120319,390,202499,106,14
20120319,574,203389,51,
20120319,677,206242,33,5
20120319,815,206252,21,7
20120326,1,201458,9730,18
20120326,201,202494,301,20
20120326,275,201619,198,18
20120326,283,202468,189,21
20120326,390,202499,106,14
20120326,574,203389,51,
20120326,677,206242,33,5
20120326,815,206252,21,7
20120402,1,201458,8980,18
20120402,178,202494,350,20
20120402,216,201619,273,18
20120402,273,202468,198,21
20120402,314,202499,156,14
20120402,579,203389,51,
20120402,683,206242,33,5
20120402,823,206252,21,7
20120409,1,201458,8980,18
20120409,178,202494,350,20
20120409,217,201619,273,18
20120409,271,202468,198,21
20120409,313,202499,156,14
20120409,580,203389,51,
20120409,682,206242,33,5
20120409,820,206252,21,7
20120416,1,201458,8980,18
20120416,171,202494,373,20
20120416,218,201619,273,18
20120416,275,202468,198,21
20120416,314,202499,156,14
20120416,576,203389,51,
20120416,609,206242,45,5
20120416,823,206252,21,7
20120423,1,201458,8980,18
20120423,171,202494,373,20
20120423,216,201619,283,18
20120423,278,202468,189,21
20120423,312,202499,155,14
20120423,569,203389,51,
20120423,605,206242,45,5
20120423,820,206252,21,7
20120423,964,211533,13,5
20120430,1,201458,9020,18
20120430,172,202494,359,20
20120430,216,201619,284,18
20120430,275,202468,189,21
20120430,287,202499,182,14
20120430,569,203389,51,
20120430,601,206242,45,5
20120430,820,206252,21,7
20120430,960,211533,13,5
20120507,1,201458,8600,18
20120507,170,202494,359,20
20120507,211,201619,284,18
20120507,284,202499,182,14
20120507,292,202468,175,21
20120507,567,203389,51,
20120507,598,206242,45,5
20120507,820,206252,21,7
20120507,960,211533,13,5
20120514,1,201458,9020,18
20120514,177,202494,336,20
20120514,208,201619,284,18
20120514,283,202499,182,14
20120514,294,202468,170,21
20120514,570,203389,51,
20120514,599,206242,45,5
20120514,831,206252,20,7
20120514,960,211533,13,5
20120521,1,201458,9020,18
20120521,178,202494,336,20
20120521,213,201619,284,18
20120521,278,202499,188,14
20120521,290,202468,179,21
20120521,572,203389,51,
20120521,607,206242,45,5
20120521,832,206252,20,7
20120521,971,211533,13,5
20120528,1,201458,9020,18
20120528,180,202494,336,20
20120528,214,201619,284,18
20120528,248,202499,238,14
20120528,294,202468,179,21
20120528,575,203389,51,
20120528,614,206242,45,5
20120528,836,206252,20,7
20120528,978,211533,13,5
20120604,1,201458,9020,18
20120604,180,202494,336,20
20120604,214,201619,284,18
20120604,248,202499,238,14
20120604,294,202468,179,21
20120604,575,203389,51,
20120604,614,206242,45,5
20120604,836,206252,20,7
20120604,978,211533,13,5
20120611,2,201458,8800,18
20120611,175,202494,351,20
20120611,209,201619,284,18
20120611,234,202499,238,14
20120611,258,202468,211,21
20120611,553,203389,51,
20120611,596,206242,45,5
20120611,843,206252,19,7
20120611,958,211533,13,5
20120618,2,201458,8800,18
20120618,175,202494,351,20
20120618,209,202468,286,21
20120618,210,201619,285,18
20120618,240,202499,238,14
20120618,555,203389,51,
20120618,593,206242,45,5
20120618,842,206252,19,7
20120618,950,211533,13,5
20120625,2,201458,8800,18
20120625,176,202494,351,20
20120625,210,202468,286,21
20120625,211,201619,285,18
20120625,236,202499,246,14
20120625,558,203389,51,
20120625,596,206242,45,5
20120625,847,206252,19,7
20120625,956,211533,13,5
20120702,2,201458,8800,18
20120702,176,202494,351,20
20120702,210,202468,286,21
20120702,211,201619,285,18
20120702,236,202499,246,14
20120702,558,203389,51,
20120702,596,206242,45,5
20120702,847,206252,19,7
20120702,956,211533,13,5
20120709,1,201458,8800,18
20120709,175,202494,344,20
20120709,186,201619,325,18
20120709,218,202468,269,21
20120709,232,202499,246,14
20120709,582,203389,45,
20120709,584,206242,45,5
20120709,839,206252,19,7
20120709,933,211533,13,5
20120716,1,201458,8800,18
20120716,174,202494,344,20
20120716,175,201619,342,18
20120716,220,202468,269,21
20120716,235,202499,246,14
20120716,585,203389,45,
20120716,586,206242,45,5
20120716,842,206252,19,7
20120716,933,211533,13,5
20120723,1,201458,8800,18
20120723,164,202494,376,20
20120723,182,201619,333,18
20120723,216,202468,269,21
20120723,232,202499,246,14
20120723,576,203389,45,
20120723,577,206242,45,5
20120723,837,206252,19,7
20120723,926,211533,13,5
20120730,1,201458,8800,18
20120730,166,202494,376,20
20120730,171,201619,364,18
20120730,213,202499,280,14
20120730,214,202468,278,21
20120730,506,206242,60,5
20120730,580,203389,45,
20120730,818,206252,20,7
20120730,926,211533,13,5
20120806,1,201458,8820,18
20120806,158,201619,399,18
20120806,166,202494,376,20
20120806,170,202468,370,21
20120806,208,202499,302,14
20120806,477,206242,67,5
20120806,575,203389,45,
20120806,811,206252,20,7
20120806,926,211533,13,5
20120813,1,201458,8745,18
20120813,158,201619,399,18
