ranking_date,rank,player,points
20141229,1,104925,11360
20141229,11,105777,3645
20141229,136,100644,389
20141229,437,126094,92
20141229,655,106421,39
20141229,1151,126203,7
20150105,1,104925,11360
20150105,11,105777,3645
20150105,134,100644,389
20150105,435,126094,92
20150105,655,106421,39
20150105,1149,126203,7
20150112,1,104925,11405
20150112,11,105777,3645
20150112,137,100644,389
20150112,435,126094,92
20150112,655,106421,39
20150112,1148,126203,7
20150119,1,104925,11405
20150119,11,105777,3645
20150119,137,100644,389
20150119,436,126094,92
20150119,657,106421,39
20150119,912,126203,15
20150202,1,104925,13045
20150202,11,105777,3465
20150202,135,100644,389
20150202,438,126094,92
20150202,659,106421,39
20150202,919,126203,15
20150209,1,104925,13045
20150209,11,105777,3465
20150209,137,100644,395
20150209,371,126094,115
20150209,656,106421,39
20150209,935,126203,14
20150216,1,104925,13045
20150216,11,105777,3465
20150216,138,100644,395
20150216,370,126094,115
20150216,649,106421,40
20150216,937,126203,14
20150223,1,104925,13045
20150223,10,105777,3465
20150223,136,100644,407
20150223,331,126094,135
20150223,642,106421,40
20150223,936,126203,14
20150302,1,104925,13165
20150302,11,105777,3055
20150302,136,100644,407
20150302,328,126094,135
20150302,643,106421,40
20150302,937,126203,14
20150309,1,104925,13205
20150309,11,105777,3055
20150309,136,100644,407
20150309,334,126094,135
20150309,638,106421,41
20150309,941,126203,14
20150323,1,104925,13205
20150323,11,105777,3055
20150323,129,100644,432
20150323,389,126094,111
20150323,630,106421,42
20150323,803,126203,22
20150406,1,104925,13205
20150406,11,105777,3055
20150406,119,100644,473
20150406,328,126094,136
20150406,616,106421,44
20150406,814,126203,21
20150413,1,104925,13205
20150413,11,105777,3055
20150413,122,100644,473
20150413,333,126094,136
20150413,602,106421,46
20150413,815,126203,21
20150420,1,104925,13845
20150420,11,105777,3145
20150420,118,100644,468
20150420,329,126094,136
20150420,515,106421,64
20150420,811,126203,21
20150427,1,104925,13845
20150427,11,105777,2985
20150427,119,100644,468
20150427,292,126094,166
20150427,487,106421,70
20150427,813,126203,21
20150504,1,104925,13845
20150504,11,105777,2985
20150504,110,100644,488
20150504,266,126094,186
20150504,493,106421,70
20150504,820,126203,21
20150511,1,104925,13845
20150511,11,105777,3075
20150511,105,100644,523
20150511,254,126094,194
20150511,477,106421,78
20150511,823,126203,21
20150518,1,104925,13845
20150518,11,105777,2760
20150518,85,100644,607
20150518,229,126094,210
20150518,468,106421,78
20150518,821,126203,21
20150525,1,104925,13845
20150525,11,105777,2760
20150525,89,100644,601
20150525,208,126094,230
20150525,471,106421,78
20150525,761,126203,27
20150608,1,104925,13845
20150608,11,105777,2760
20150608,84,100644,609
20150608,235,126094,206
20150608,408,106421,105
20150608,764,126203,27
20150615,1,104925,13845
20150615,11,105777,2600
20150615,81,100644,624
20150615,201,126094,239
20150615,381,106421,113
20150615,767,126203,27
20150622,1,104925,13845
20150622,11,105777,2600
20150622,76,100644,669
20150622,207,126094,239
20150622,384,106421,113
20150622,761,126203,27
20150629,1,104925,13845
20150629,11,105777,2600
20150629,74,100644,689
20150629,207,126094,239
20150629,388,106421,113
20150629,679,126203,37
20150713,1,104925,13845
20150713,16,105777,1970
20150713,81,100644,613
20150713,194,126094,247
20150713,374,106421,115
20150713,680,126203,37
20150720,1,104925,13845
20150720,16,105777,1970
20150720,123,100644,439
20150720,190,126094,247
20150720,374,106421,115
20150720,678,126203,37
20150727,1,104925,13845
20150727,16,105777,1970
20150727,98,100644,523
20150727,193,126094,247
20150727,371,106421,117
20150727,675,126203,37
20150803,1,104925,13845
20150803,16,105777,1970
20150803,96,100644,523
20150803,196,126094,247
20150803,363,106421,122
20150803,675,126203,37
20150803,1544,200282,2
20150810,1,104925,13755
20150810,17,105777,1655
20150810,86,100644,607
20150810,195,126094,247
20150810,376,106421,117
20150810,675,126203,37
20150810,1553,200282,2
20150817,1,104925,14265
20150817,17,105777,1690
20150817,85,100644,607
20150817,197,126094,244
20150817,413,106421,100
20150817,679,126203,37
20150817,1548,200282,2
20150817,1645,134770,2
20150824,1,104925,14865
20150824,17,105777,1735
20150824,81,100644,634
20150824,198,126094,244
20150824,412,106421,102
20150824,678,126203,37
20150824,1542,200282,2
20150824,1665,134770,2
20150831,1,104925,14865
20150831,17,105777,1735
20150831,82,100644,634
20150831,198,126094,244
20150831,409,106421,104
20150831,685,126203,37
20150831,1554,200282,2
20150831,1684,134770,2
20150914,1,104925,16145
20150914,19,105777,1600
20150914,79,100644,652
20150914,176,126094,279
20150914,335,106421,133
20150914,667,126203,37
20150914,1508,200282,2
20150914,1627,134770,2
20150921,1,104925,16145
20150921,19,105777,1600
20150921,79,100644,652
20150921,178,126094,279
20150921,342,106421,130
20150921,673,126203,37
20150921,1517,200282,2
20150921,1638,134770,2
20150928,1,104925,16145
20150928,19,105777,1600
20150928,78,100644,652
20150928,179,126094,279
20150928,344,106421,130
20150928,673,126203,37
20150928,1523,200282,2
20150928,1642,134770,2
20151005,1,104925,15645
20151005,21,105777,1555
20151005,78,100644,633
20151005,181,126094,279
20151005,347,106421,130
20151005,694,126203,35
20151005,1533,200282,2
20151005,1657,134770,2
20151012,1,104925,15785
20151012,22,105777,1555
20151012,80,100644,633
20151012,179,126094,279
20151012,339,126203,135
20151012,349,106421,130
20151012,1262,134770,5
20151012,1534,200282,2
20151019,1,104925,16785
20151019,26,105777,1405
20151019,83,100644,627
20151019,179,126094,279
20151019,232,126203,215
20151019,334,106421,139
20151019,1267,134770,5
20151019,1540,200282,2
20151026,1,104925,16785
20151026,28,105777,1360
20151026,84,100644,647
20151026,180,126094,279
20151026,228,126203,222
20151026,336,106421,139
20151026,1263,134770,5
20151026,1539,200282,2
20151102,1,104925,15785
20151102,29,105777,1315
20151102,82,100644,647
20151102,173,126094,298
20151102,205,126203,242
20151102,331,106421,139
20151102,1167,134770,7
20151102,1545,200282,2
20151109,1,104925,15285
20151109,28,105777,1360
20151109,81,100644,647
20151109,175,126094,288
20151109,207,126203,242
20151109,331,106421,144
20151109,1169,134770,7
20151109,1548,200282,2
20151116,1,104925,15285
20151116,28,105777,1360
20151116,83,100644,647
20151116,175,126094,297
20151116,207,126203,242
20151116,329,106421,144
20151116,1129,134770,8
20151116,1546,200282,2
20151123,1,104925,16585
20151123,28,105777,1360
20151123,81,100644,647
20151123,173,126094,297
20151123,176,126203,290
20151123,328,106421,144
20151123,1130,134770,8
20151123,1545,200282,2
20151130,1,104925,16585
20151130,28,105777,1360
20151130,83,100644,647
20151130,174,126094,297
20151130,177,126203,290
20151130,331,106421,144
20151130,1126,134770,8
20151130,1551,200282,2
20151207,1,104925,16585
20151207,28,105777,1360
20151207,83,100644,647
20151207,174,126094,297
20151207,177,126203,290
20151207,333,106421,144
20151207,1132,134770,8
20151207,1560,200282,2
20151214,1,104925,16585
20151214,28,105777,1360
20151214,83,100644,647
20151214,174,126094,297
20151214,177,126203,290
20151214,331,106421,144
20151214,1133,134770,8
20151214,1570,200282,2
20151221,1,104925,16585
20151221,28,105777,1360
20151221,83,100644,647
20151221,172,126094,297
20151221,177,126203,290
20151221,331,106421,144
20151221,1138,134770,8
20151221,1572,200282,2
20151228,1,104925,16585
20151228,28,105777,1360
20151228,83,100644,647
20151228,174,126203,290
20151228,185,126094,270
20151228,329,106421,144
20151228,1139,134770,8
20151228,1574,200282,2
20160104,1,104925,16585
20160104,28,105777,1360
20160104,83,100644,647
20160104,174,126203,290
20160104,185,126094,270
20160104,329,106421,144
20160104,1139,134770,8
20160104,1574,200282,2
20160111,1,104925,16790
20160111,28,105777,1315
20160111,83,100644,647
20160111,154,126203,380
20160111,176,126094,290
20160111,329,106421,144
20160111,1140,134770,8
20160111,1574,200282,2
20160118,1,104925,16790
20160118,28,105777,1420
20160118,83,100644,647
20160118,155,126203,372
20160118,177,126094,290
20160118,318,106421,151
20160118,1140,134770,8
20160118,1599,200282,2
20160201,1,104925,16790
20160201,28,105777,1330
20160201,85,100644,651
20160201,143,126203,414
20160201,182,126094,290
20160201,315,106421,151
20160201,1139,134770,8
20160201,1600,200282,2
20160208,1,104925,16790
20160208,27,105777,1330
20160208,70,100644,733
20160208,145,126203,414
20160208,195,126094,267
20160208,312,106421,151
20160208,1146,134770,8
20160208,1606,200282,2
20160215,1,104925,16790
20160215,28,105777,1330
20160215,56,100644,813
20160215,102,126203,564
20160215,200,126094,267
20160215,311,106421,151
20160215,1148,134770,8
20160215,1604,200282,2
20160222,1,104925,16790
20160222,26,105777,1375
20160222,56,100644,821
20160222,102,126203,564
20160222,210,126094,247
20160222,313,106421,153
20160222,797,134770,26
20160222,1129,200282,8
20160229,1,104925,16580
20160229,26,105777,1420
20160229,58,100644,821
20160229,81,126203,674
20160229,208,126094,255
20160229,281,106421,179
20160229,779,134770,27
20160229,899,200282,18
20160307,1,104925,16540
20160307,26,105777,1420
20160307,58,100644,821
20160307,80,126203,674
20160307,161,126094,350
20160307,280,106421,179
20160307,776,134770,27
20160307,880,200282,19
20160321,1,104925,16540
20160321,28,105777,1385
20160321,52,100644,886
20160321,81,126203,666
20160321,154,126094,383
20160321,255,106421,208
20160321,779,134770,27
20160321,882,200282,19
20160404,1,104925,16540
20160404,27,105777,1430
20160404,54,100644,870
20160404,79,126203,704
20160404,158,126094,358
20160404,249,106421,214
20160404,660,134770,42
20160404,881,200282,19
20160411,1,104925,16540
20160411,26,105777,1430
20160411,54,100644,870
20160411,69,126203,744
20160411,157,126094,364
20160411,244,106421,214
20160411,657,134770,42
20160411,871,200282,20
20160418,1,104925,15550
20160418,28,105777,1295
20160418,51,100644,895
20160418,69,126203,744
20160418,154,126094,364
20160418,260,106421,199
20160418,658,134770,42
20160418,802,200282,26
20160425,1,104925,15550
20160425,29,105777,1295
20160425,49,100644,920
20160425,70,126203,744
20160425,163,126094,334
20160425,265,106421,194
20160425,660,134770,42
20160425,798,200282,26
20160502,1,104925,15550
20160502,28,105777,1355
20160502,43,100644,990
20160502,71,126203,744
20160502,168,126094,326
20160502,259,106421,200
20160502,655,134770,42
20160502,770,200282,28
20160509,1,104925,16550
20160509,35,105777,1185
20160509,44,100644,975
20160509,73,126203,744
20160509,171,126094,318
20160509,265,106421,193
20160509,650,134770,42
20160509,760,200282,28
20160516,1,104925,16150
20160516,36,105777,1150
20160516,48,100644,930
20160516,72,126203,744
20160516,182,126094,302
20160516,244,106421,217
20160516,612,134770,48
20160516,764,200282,28
20160523,1,104925,16150
20160523,36,105777,1150
20160523,41,100644,1060
20160523,67,126203,758
20160523,192,126094,282
20160523,240,106421,226
20160523,558,134770,58
20160523,765,200282,28
20160606,1,104925,16950
20160606,36,105777,1150
20160606,38,100644,1130
20160606,65,126203,768
20160606,190,126094,287
20160606,256,106421,202
20160606,554,134770,58
20160606,676,200282,38
20160613,1,104925,16950
20160613,37,105777,1150
20160613,38,100644,1130
20160613,63,126203,788
20160613,205,126094,262
20160613,231,106421,226
20160613,555,134770,58
20160613,673,200282,38
20160620,1,104925,16950
20160620,28,100644,1385
20160620,39,105777,1150
20160620,63,126203,788
20160620,203,126094,262
20160620,228,106421,233
20160620,555,134770,58
20160620,670,200282,38
20160627,1,104925,16950
20160627,28,100644,1385
20160627,37,105777,1150
20160627,65,126203,778
20160627,203,126094,262
20160627,228,106421,233
20160627,556,134770,58
20160627,667,200282,38
20160711,1,104925,15040
20160711,27,100644,1430
20160711,37,105777,1150
20160711,64,126203,788
20160711,193,126094,278
20160711,215,106421,251
20160711,557,134770,58
20160711,661,200282,38
20160718,1,104925,15040
20160718,27,100644,1430
20160718,40,105777,1150
20160718,67,126203,788
20160718,171,106421,313
20160718,195,126094,278
20160718,556,134770,58
20160718,666,200282,38
20160725,1,104925,15040
20160725,25,100644,1520
20160725,40,105777,1150
20160725,63,126203,808
20160725,174,106421,313
20160725,191,126094,286
20160725,558,134770,58
20160725,668,200282,38
20160801,1,104925,16040
20160801,24,100644,1510
20160801,34,105777,1285
20160801,60,126203,811
20160801,171,106421,325
20160801,194,126094,286
20160801,521,134770,68
20160801,645,200282,41
20160808,1,104925,16040
20160808,27,100644,1440
20160808,34,105777,1285
20160808,56,126203,849
20160808,171,106421,325
20160808,187,126094,301
20160808,493,134770,74
20160808,650,200282,41
20160815,1,104925,15440
20160815,27,100644,1440
20160815,34,105777,1285
20160815,54,126203,849
20160815,157,106421,370
20160815,191,126094,301
20160815,456,134770,90
20160815,635,200282,44
20160822,1,104925,14840
20160822,24,105777,1555
20160822,29,100644,1415
20160822,54,126203,829
20160822,157,106421,365
20160822,186,126094,301
20160822,454,134770,90
20160822,617,200282,46
20160829,1,104925,14840
20160829,24,105777,1555
20160829,28,100644,1415
20160829,53,126203,829
20160829,156,106421,365
20160829,186,126094,301
20160829,450,134770,90
20160829,614,200282,46
20160912,1,104925,14040
20160912,22,105777,1690
20160912,27,100644,1425
20160912,57,126203,819
20160912,143,106421,413
20160912,200,126094,284
20160912,274,134770,185
20160912,615,200282,46
20160919,1,104925,14040
20160919,21,105777,1690
20160919,27,100644,1425
20160919,58,126203,819
20160919,144,106421,413
20160919,201,126094,284
20160919,260,134770,195
20160919,613,200282,46
20160926,1,104925,14040
20160926,21,105777,1690
20160926,24,100644,1655
20160926,58,126203,819
20160926,136,106421,442
20160926,189,126094,297
20160926,258,134770,195
20160926,616,200282,46
20161003,1,104925,14040
20161003,20,105777,1735
20161003,24,100644,1655
20161003,58,126203,819
20161003,130,106421,461
20161003,172,126094,334
20161003,259,134770,195
20161003,619,200282,46
20161010,1,104925,13540
20161010,18,105777,1990
20161010,21,100644,1700
20161010,71,126203,739
20161010,122,106421,499
20161010,166,126094,351
20161010,263,134770,199
20161010,580,200282,54
20161017,1,104925,12900
20161017,18,105777,2035
20161017,20,100644,1745
20161017,70,126203,729
20161017,123,106421,496
20161017,167,126094,351
20161017,265,134770,199
20161017,564,200282,57
20161024,1,104925,12900
20161024,18,105777,2035
20161024,20,100644,1745
20161024,73,126203,729
20161024,106,106421,546
20161024,167,126094,351
20161024,241,134770,216
20161024,562,200282,57
20161031,1,104925,12900
20161031,18,105777,2035
20161031,21,100644,1745
20161031,73,126203,729
20161031,108,106421,573
20161031,172,126094,339
20161031,233,134770,222
20161031,546,200282,61
20161107,2,104925,10780
20161107,17,105777,2035
20161107,24,100644,1655
20161107,73,126203,729
20161107,104,106421,580
20161107,171,126094,339
20161107,234,134770,222
20161107,386,200282,112
20161114,2,104925,10780
20161114,17,105777,2035
20161114,24,100644,1655
20161114,70,126203,729
20161114,98,106421,611
20161114,157,126094,395
20161114,226,134770,231
20161114,351,200282,132
20161121,2,104925,11780
20161121,17,105777,2035
20161121,24,100644,1655
20161121,77,126203,701
20161121,100,106421,611
20161121,156,126094,395
20161121,230,134770,231
20161121,353,200282,132
20161128,2,104925,11780
20161128,17,105777,2035
20161128,24,100644,1655
20161128,76,126203,701
20161128,99,106421,611
20161128,156,126094,395
20161128,231,134770,231
20161128,354,200282,132
20161205,2,104925,11780
20161205,17,105777,2035
20161205,24,100644,1655
20161205,76,126203,701
20161205,99,106421,611
20161205,156,126094,395
20161205,230,134770,231
20161205,351,200282,132
20161212,2,104925,11780
20161212,17,105777,2035
20161212,24,100644,1655
20161212,76,126203,701
20161212,99,106421,611
20161212,156,126094,395
20161212,229,134770,231
20161212,348,200282,132
20161219,2,104925,11780
20161219,17,105777,2035
20161219,24,100644,1655
20161219,76,126203,701
20161219,99,106421,611
20161219,156,126094,395
20161219,226,134770,231
20161219,348,200282,132
20161226,2,104925,11780
20161226,17,105777,2035
20161226,24,100644,1655
20161226,76,126203,701
20161226,99,106421,611
20161226,156,126094,395
20161226,225,134770,231
20161226,349,200282,132
20170102,2,104925,11780
20170102,17,105777,2035
20170102,24,100644,1655
20170102,76,126203,701
20170102,99,106421,611
20170102,156,126094,395
20170102,225,134770,231
20170102,351,200282,132
20170109,2,104925,11780
20170109,15,105777,2195
20170109,24,100644,1655
20170109,65,106421,751
20170109,91,126203,628
20170109,156,126094,383
20170109,226,134770,231
20170109,333,200282,144
20170116,2,104925,11780
20170116,15,105777,2135
20170116,24,100644,1655
20170116,63,106421,751
20170116,93,126203,628
20170116,152,126094,383
20170116,226,134770,231
20170116,301,200282,164
20170130,2,104925,9825
20170130,13,105777,2765
20170130,22,100644,1735
20170130,63,106421,749
20170130,98,126203,603
20170130,121,126094,497
20170130,217,134770,247
20170130,250,200282,209
20170206,2,104925,9825
20170206,13,105777,2765
20170206,21,100644,1735
20170206,63,106421,749
20170206,83,126203,646
20170206,113,126094,518
20170206,216,134770,247
20170206,248,200282,209
20170213,2,104925,9825
20170213,12,105777,2925
20170213,18,100644,1895
20170213,60,106421,779
20170213,112,126094,518
20170213,114,126203,513
20170213,201,134770,276
20170213,245,200282,215
20170220,2,104925,9825
20170220,13,105777,2925
20170220,18,100644,1895
20170220,64,106421,779
20170220,111,126094,518
20170220,112,126203,516
20170220,208,134770,258
20170220,244,200282,210
20170227,2,104925,9735
20170227,13,105777,2925
20170227,20,100644,1895
20170227,57,106421,797
20170227,111,126094,522
20170227,133,134770,437
20170227,136,126203,426
20170227,257,200282,200
20170306,2,104925,9825
20170306,13,105777,2925
20170306,20,100644,1895
20170306,58,106421,826
20170306,128,134770,457
20170306,134,126094,435
20170306,136,126203,426
20170306,262,200282,199
20170320,2,104925,8915
20170320,13,105777,2960
20170320,20,100644,1850
20170320,60,106421,807
20170320,126,126203,471
20170320,128,134770,463
20170320,130,126094,460
20170320,233,200282,222
20170403,2,104925,7915
20170403,12,105777,2880
20170403,20,100644,2005
20170403,63,106421,789
20170403,119,126094,485
20170403,128,126203,455
20170403,130,134770,448
20170403,230,200282,224
20170410,2,104925,7915
20170410,12,105777,2880
20170410,20,100644,2005
20170410,61,106421,789
20170410,118,126094,485
20170410,126,134770,448
20170410,131,126203,435
20170410,229,200282,224
20170417,2,104925,7905
20170417,11,105777,2880
20170417,20,100644,2005
20170417,62,106421,789
20170417,117,126094,485
20170417,127,134770,448
20170417,130,126203,435
20170417,232,200282,218
20170424,2,104925,8085
20170424,12,105777,2880
20170424,21,100644,2005
20170424,63,106421,789
20170424,117,126094,485
20170424,126,134770,448
20170424,130,126203,435
20170424,230,200282,226
20170501,2,104925,8085
20170501,13,105777,2820
20170501,20,100644,2005
20170501,65,106421,789
20170501,117,126094,481
20170501,118,134770,478
20170501,130,126203,435
20170501,228,200282,224
20170508,2,104925,7085
20170508,12,105777,2820
20170508,19,100644,2165
20170508,65,106421,789
20170508,118,126094,481
20170508,119,134770,478
20170508,132,126203,435
20170508,232,200282,224
20170515,2,104925,6845
20170515,11,105777,2900
20170515,17,100644,2300
20170515,64,106421,782
20170515,119,126094,483
20170515,120,134770,472
20170515,131,126203,435
20170515,230,200282,224
20170522,2,104925,7445
20170522,10,100644,3150
20170522,12,105777,2900
20170522,65,106421,782
20170522,117,126094,483
20170522,118,134770,479
20170522,133,126203,432
20170522,234,200282,224
20170529,2,104925,7445
20170529,10,100644,3150
20170529,13,105777,2900
20170529,66,106421,782
20170529,118,126094,483
20170529,119,134770,479
20170529,133,126203,432
20170529,240,200282,224
20170612,4,104925,5805
20170612,10,100644,3070
20170612,12,105777,2980
20170612,65,106421,760
20170612,107,126094,501
20170612,112,134770,487
20170612,135,126203,412
20170612,243,200282,214
20170619,4,104925,5805
20170619,11,105777,2980
20170619,12,100644,2860
20170619,60,106421,799
20170619,106,126094,503
20170619,108,134770,498
20170619,132,126203,412
20170619,243,200282,214
20170626,4,104925,5805
20170626,11,105777,3070
20170626,12,100644,3070
20170626,52,106421,864
20170626,92,126094,585
20170626,109,134770,507
20170626,128,126203,432
20170626,243,200282,219
20170703,4,104925,6055
20170703,11,105777,3070
20170703,12,100644,3070
20170703,49,106421,922
20170703,95,126094,585
20170703,111,134770,507
20170703,128,126203,432
20170703,244,200282,219
20170710,4,104925,6055
20170710,11,105777,3070
20170710,12,100644,3070
20170710,49,106421,922
20170710,95,126094,585
20170710,111,134770,507
20170710,128,126203,432
20170710,244,200282,219
20170717,4,104925,6325
20170717,10,105777,3160
20170717,11,100644,3160
20170717,49,106421,902
20170717,74,126094,647
20170717,109,134770,507
20170717,120,126203,457
20170717,228,200282,225
20170724,4,104925,6325
20170724,10,105777,3160
20170724,11,100644,3070
20170724,48,106421,902
20170724,49,126094,895
20170724,111,134770,508
20170724,125,126203,444
20170724,220,200282,240
20170731,5,104925,5325
20170731,8,100644,3150
20170731,11,105777,3070
20170731,50,106421,902
20170731,51,126094,895
20170731,109,134770,505
20170731,127,126203,434
20170731,217,200282,241
20170807,5,104925,5325
20170807,8,100644,3560
20170807,11,105777,3070
20170807,48,106421,957
20170807,53,126094,888
20170807,111,134770,505
20170807,131,126203,434
20170807,184,200282,298
20170814,5,104925,5325
20170814,7,100644,4470
20170814,11,105777,3070
20170814,51,106421,919
20170814,55,126094,888
20170814,115,134770,493
20170814,120,126203,467
20170814,186,200282,298
20170821,5,104925,5325
20170821,6,100644,4470
20170821,9,105777,3710
20170821,53,106421,889
20170821,54,126094,888
20170821,110,134770,505
20170821,116,126203,484
20170821,187,200282,298
20170828,5,104925,5325
20170828,6,100644,4470
20170828,9,105777,3710
20170828,53,126094,890
20170828,54,106421,889
20170828,108,126203,519
20170828,112,134770,505
20170828,186,200282,298
20170911,4,100644,4470
20170911,6,104925,4125
20170911,9,105777,3575
20170911,37,126094,1233
20170911,61,106421,819
20170911,94,126203,554
20170911,137,134770,418
20170911,189,200282,295
20170918,4,100644,4470
20170918,6,104925,4125
20170918,9,105777,3575
20170918,37,126094,1233
20170918,62,106421,819
20170918,93,126203,554
20170918,139,134770,414
20170918,187,200282,295
20170925,4,100644,4310
20170925,6,104925,4125
20170925,8,105777,3575
20170925,37,126094,1221
20170925,62,106421,819
20170925,94,126203,554
20170925,137,134770,423
20170925,183,200282,295
20171002,4,100644,4310
20171002,6,104925,4125
20171002,8,105777,3575
20171002,39,126094,1182
20171002,64,106421,819
20171002,91,126203,604
20171002,134,134770,423
20171002,182,200282,295
20171009,4,100644,4400
20171009,6,104925,4125
20171009,9,105777,3455
20171009,35,126094,1247
20171009,64,106421,814
20171009,87,126203,604
20171009,137,134770,422
20171009,188,200282,290
20171016,5,100644,4400
20171016,7,104925,3765
20171016,8,105777,3590
20171016,35,126094,1286
20171016,67,106421,784
20171016,99,126203,541
20171016,134,134770,422
20171016,186,200282,290
20171023,5,100644,4400
20171023,7,104925,3765
20171023,8,105777,3650
20171023,35,126094,1286
20171023,67,106421,772
20171023,109,126203,521
20171023,139,134770,411
20171023,182,200282,290
20171030,4,100644,4400
20171030,7,104925,3765
20171030,8,105777,3650
20171030,35,126094,1284
20171030,63,106421,772
20171030,105,126203,536
20171030,141,134770,403
20171030,183,200282,286
20171106,3,100644,4410
20171106,6,105777,3650
20171106,12,104925,2585
20171106,37,126094,1288
20171106,65,106421,772
20171106,111,126203,536
20171106,138,134770,409
20171106,208,200282,250
20171113,3,100644,4410
20171113,6,105777,3650
20171113,12,104925,2585
20171113,39,126094,1229
20171113,65,106421,772
20171113,110,126203,544
20171113,139,134770,399
20171113,226,200282,230
20171120,3,105777,5150
20171120,4,100644,4610
20171120,12,104925,2585
20171120,39,126094,1229
20171120,65,106421,772
20171120,105,126203,558
20171120,142,134770,399
20171120,210,200282,245
20171127,3,105777,5150
20171127,4,100644,4610
20171127,12,104925,2585
20171127,39,126094,1229
20171127,65,106421,772
20171127,105,126203,556
20171127,141,134770,399
20171127,208,200282,245
20171204,3,105777,5150
20171204,4,100644,4610
20171204,12,104925,2585
20171204,39,126094,1229
20171204,65,106421,772
20171204,105,126203,556
20171204,141,134770,399
20171204,208,200282,245
20171211,3,105777,5150
20171211,4,100644,4610
20171211,12,104925,2585
20171211,39,126094,1229
20171211,65,106421,772
20171211,105,126203,556
20171211,141,134770,399
20171211,210,200282,245
20171218,3,105777,5150
20171218,4,100644,4610
20171218,12,104925,2585
20171218,39,126094,1229
20171218,65,106421,772
20171218,105,126203,556
20171218,139,134770,399
20171218,209,200282,245
20171225,3,105777,5150
20171225,4,100644,4610
20171225,12,104925,2585
20171225,39,126094,1229
20171225,65,106421,772
20171225,104,126203,556
20171225,139,134770,399
20171225,208,200282,245
20180101,3,105777,5150
20180101,4,100644,4610
20180101,12,104925,2585
20180101,39,126094,1229
20180101,65,106421,772
20180101,104,126203,556
20180101,139,134770,399
20180101,208,200282,245
20180108,3,105777,4990
20180108,4,100644,4610
20180108,14,104925,2335
20180108,32,126094,1373
20180108,84,106421,642
20180108,92,126203,596
20180108,137,134770,416
20180108,167,200282,323
20180115,3,105777,4990
20180115,4,100644,4610
20180115,14,104925,2335
20180115,32,126094,1373
20180115,53,106421,884
20180115,91,126203,596
20180115,127,200282,453
20180115,138,134770,422
20180129,4,105777,4630
20180129,5,100644,4610
20180129,13,104925,2470
20180129,35,126094,1339
20180129,56,106421,919
20180129,76,126203,711
20180129,121,134770,476
20180129,139,200282,408
20180205,4,105777,4630
20180205,5,100644,4610
20180205,13,104925,2470
20180205,36,126094,1310
20180205,56,106421,919
20180205,83,126203,669
20180205,122,134770,476
20180205,139,200282,408
20180212,4,100644,4450
20180212,5,105777,4425
20180212,14,104925,2470
20180212,34,126094,1355
20180212,57,106421,894
20180212,86,126203,669
20180212,122,134770,467
20180212,142,200282,401
20180212,1592,206173,1
20180219,4,105777,4635
20180219,5,100644,4450
20180219,14,104925,2470
20180219,31,126094,1439
20180219,50,106421,984
20180219,85,126203,664
20180219,120,134770,467
20180219,141,200282,401
20180219,1586,206173,1
20180226,4,105777,4635
20180226,5,100644,4450
20180226,13,104925,2470
20180226,32,126094,1433
20180226,52,106421,959
20180226,77,126203,689
20180226,137,200282,401
20180226,187,134770,293
20180226,1414,207989,2
20180226,1585,206173,1
20180305,4,105777,4635
20180305,5,100644,4540
20180305,13,104925,2380
20180305,31,126094,1433
20180305,57,106421,924
20180305,74,126203,714
20180305,141,200282,401
20180305,196,134770,279
20180305,1412,207989,2
20180305,1583,206173,1
20180319,4,105777,4600
20180319,5,100644,4505
20180319,12,104925,2300
20180319,34,126094,1393
20180319,52,106421,959
20180319,71,126203,759
20180319,130,200282,428
20180319,200,134770,281
20180319,1417,207989,2
20180319,1592,206173,1
20180402,4,100644,4925
20180402,5,105777,4635
20180402,13,104925,2310
20180402,35,126094,1378
20180402,49,106421,984
20180402,72,126203,744
20180402,123,200282,451
20180402,203,134770,281
20180402,1424,207989,2
20180402,1770,206173,1
20180409,4,100644,4925
20180409,5,105777,4635
20180409,13,104925,2310
20180409,35,126094,1378
20180409,48,106421,984
20180409,72,126203,744
20180409,114,200282,499
20180409,202,134770,281
20180409,1419,207989,2
20180409,1480,206173,2
20180416,4,100644,4925
20180416,5,105777,4635
20180416,13,104925,2310
20180416,33,126094,1378
20180416,49,106421,984
20180416,66,126203,819
20180416,112,200282,505
20180416,201,134770,281
20180416,1411,207989,2
20180416,1482,206173,2
20180423,3,100644,5195
20180423,5,105777,4950
20180423,12,104925,2220
20180423,31,126094,1417
20180423,48,106421,1019
20180423,65,126203,819
20180423,114,200282,497
20180423,205,134770,281
20180423,1409,207989,2
20180423,1479,206173,2
20180430,3,100644,5195
20180430,5,105777,4950
20180430,12,104925,2220
20180430,31,126094,1417
20180430,50,106421,1019
20180430,66,126203,819
20180430,111,200282,497
20180430,193,134770,299
20180430,1410,207989,2
20180430,1479,206173,2
20180507,3,100644,5195
20180507,4,105777,4950
20180507,12,104925,2220
20180507,31,126094,1417
20180507,51,106421,1019
20180507,68,126203,819
20180507,109,200282,517
20180507,174,134770,319
20180507,1407,207989,2
20180507,1476,206173,2
20180514,3,100644,6015
20180514,4,105777,4870
20180514,18,104925,1905
20180514,32,126094,1407
20180514,50,106421,1009
20180514,68,126203,820
20180514,106,200282,541
20180514,154,134770,361
20180514,1411,207989,2
20180514,1480,206173,2
